type;brand;category;sku;ean;name;hexa;colorName;description;size
Men;Polo Ralph Lauren;SPORTSHIRTS;1387875;3615739397894;Slim Fit Oxford Shirt;;White;A pillar of Polo style since it was first introduced, the oxford is a versatile staple for any man’s wardrobe. This version is cut for a Slim Fit and embroidered with our multicolored signature Pony.;XXL
Men;Polo Ralph Lauren;SPORTSHIRTS;1387876;3615739397948;Slim Fit Oxford Shirt;;Bsr Blue;A pillar of Polo style since it was first introduced, the oxford is a versatile staple for any man’s wardrobe. This version is cut for a Slim Fit and embroidered with our multicolored signature Pony.;XS
Men;Polo Ralph Lauren;SPORTSHIRTS;1387876;3615739397924;Slim Fit Oxford Shirt;#d4e2f1;Bsr Blue;A pillar of Polo style since it was first introduced, the oxford is a versatile staple for any man’s wardrobe. This version is cut for a Slim Fit and embroidered with our multicolored signature Pony.;S
Men;Polo Ralph Lauren;SPORTSHIRTS;1387876;3615739397917;Slim Fit Oxford Shirt;;Bsr Blue;A pillar of Polo style since it was first introduced, the oxford is a versatile staple for any man’s wardrobe. This version is cut for a Slim Fit and embroidered with our multicolored signature Pony.;M
Men;Polo Ralph Lauren;SPORTSHIRTS;1387876;3615739397900;Slim Fit Oxford Shirt;;Bsr Blue;A pillar of Polo style since it was first introduced, the oxford is a versatile staple for any man’s wardrobe. This version is cut for a Slim Fit and embroidered with our multicolored signature Pony.;L
Men;Polo Ralph Lauren;SPORTSHIRTS;1387876;3615739397931;Slim Fit Oxford Shirt;;Bsr Blue;A pillar of Polo style since it was first introduced, the oxford is a versatile staple for any man’s wardrobe. This version is cut for a Slim Fit and embroidered with our multicolored signature Pony.;XL
Men;Polo Ralph Lauren;SPORTSHIRTS;1387876;3615739397955;Slim Fit Oxford Shirt;;Bsr Blue;A pillar of Polo style since it was first introduced, the oxford is a versatile staple for any man’s wardrobe. This version is cut for a Slim Fit and embroidered with our multicolored signature Pony.;XXL
Women;Polo Ralph Lauren;KNITS;1387881;3664729686685;Slim Fit Stretch Polo Shirt;;Newport Navy;"From its meticulous construction to its cotton mesh fabric, which only gets better with wear, Ralph Lauren’s Polo shirt has been an icon of American style since 1972. This version is crafted with a hint of stretch, which offers both a slim silhouette and unparalleled ease of movement. 
";XS
Women;Polo Ralph Lauren;KNITS;1387881;3664729686661;Slim Fit Stretch Polo Shirt;#1f253b;Newport Navy;"From its meticulous construction to its cotton mesh fabric, which only gets better with wear, Ralph Lauren’s Polo shirt has been an icon of American style since 1972. This version is crafted with a hint of stretch, which offers both a slim silhouette and unparalleled ease of movement. 
";S
Women;Polo Ralph Lauren;KNITS;1387881;3664729686654;Slim Fit Stretch Polo Shirt;;Newport Navy;"From its meticulous construction to its cotton mesh fabric, which only gets better with wear, Ralph Lauren’s Polo shirt has been an icon of American style since 1972. This version is crafted with a hint of stretch, which offers both a slim silhouette and unparalleled ease of movement. 
";M
Women;Polo Ralph Lauren;KNITS;1387881;3664729686647;Slim Fit Stretch Polo Shirt;;Newport Navy;"From its meticulous construction to its cotton mesh fabric, which only gets better with wear, Ralph Lauren’s Polo shirt has been an icon of American style since 1972. This version is crafted with a hint of stretch, which offers both a slim silhouette and unparalleled ease of movement. 
";L
Women;Polo Ralph Lauren;KNITS;1387881;3664729686678;Slim Fit Stretch Polo Shirt;;Newport Navy;"From its meticulous construction to its cotton mesh fabric, which only gets better with wear, Ralph Lauren’s Polo shirt has been an icon of American style since 1972. This version is crafted with a hint of stretch, which offers both a slim silhouette and unparalleled ease of movement. 
";XL
Women;Polo Ralph Lauren;KNITS;1387881;3664729686685;Slim Fit Stretch Polo Shirt;;Newport Navy;"From its meticulous construction to its cotton mesh fabric, which only gets better with wear, Ralph Lauren’s Polo shirt has been an icon of American style since 1972. This version is crafted with a hint of stretch, which offers both a slim silhouette and unparalleled ease of movement. 
";XS
Women;Polo Ralph Lauren;KNITS;1387881;3664729686661;Slim Fit Stretch Polo Shirt;;Newport Navy;"From its meticulous construction to its cotton mesh fabric, which only gets better with wear, Ralph Lauren’s Polo shirt has been an icon of American style since 1972. This version is crafted with a hint of stretch, which offers both a slim silhouette and unparalleled ease of movement. 
";S
Women;Polo Ralph Lauren;KNITS;1387881;3664729686654;Slim Fit Stretch Polo Shirt;;Newport Navy;"From its meticulous construction to its cotton mesh fabric, which only gets better with wear, Ralph Lauren’s Polo shirt has been an icon of American style since 1972. This version is crafted with a hint of stretch, which offers both a slim silhouette and unparalleled ease of movement. 
";M
Women;Polo Ralph Lauren;KNITS;1387881;3664729686647;Slim Fit Stretch Polo Shirt;;Newport Navy;"From its meticulous construction to its cotton mesh fabric, which only gets better with wear, Ralph Lauren’s Polo shirt has been an icon of American style since 1972. This version is crafted with a hint of stretch, which offers both a slim silhouette and unparalleled ease of movement. 
";L
Women;Polo Ralph Lauren;KNITS;1387881;3664729686678;Slim Fit Stretch Polo Shirt;;Newport Navy;"From its meticulous construction to its cotton mesh fabric, which only gets better with wear, Ralph Lauren’s Polo shirt has been an icon of American style since 1972. This version is crafted with a hint of stretch, which offers both a slim silhouette and unparalleled ease of movement. 
";XL
Women;Polo Ralph Lauren;KNITS;1387882;3615735651099;Slim Fit Stretch Polo Shirt;;Country Club Pink;"From its meticulous construction to its cotton mesh fabric, which only gets better with wear, Ralph Lauren’s Polo shirt has been an icon of American style since 1972. This version is crafted with a hint of stretch, which offers both a slim silhouette and unparalleled ease of movement. 
";XS
Women;Polo Ralph Lauren;KNITS;1387882;3615735651075;Slim Fit Stretch Polo Shirt;#ecceda;Country Club Pink;"From its meticulous construction to its cotton mesh fabric, which only gets better with wear, Ralph Lauren’s Polo shirt has been an icon of American style since 1972. This version is crafted with a hint of stretch, which offers both a slim silhouette and unparalleled ease of movement. 
";S
Women;Polo Ralph Lauren;KNITS;1387882;3615735651068;Slim Fit Stretch Polo Shirt;;Country Club Pink;"From its meticulous construction to its cotton mesh fabric, which only gets better with wear, Ralph Lauren’s Polo shirt has been an icon of American style since 1972. This version is crafted with a hint of stretch, which offers both a slim silhouette and unparalleled ease of movement. 
";M
Women;Polo Ralph Lauren;KNITS;1387882;3615735651051;Slim Fit Stretch Polo Shirt;;Country Club Pink;"From its meticulous construction to its cotton mesh fabric, which only gets better with wear, Ralph Lauren’s Polo shirt has been an icon of American style since 1972. This version is crafted with a hint of stretch, which offers both a slim silhouette and unparalleled ease of movement. 
";L
Women;Polo Ralph Lauren;KNITS;1387882;3615735651082;Slim Fit Stretch Polo Shirt;;Country Club Pink;"From its meticulous construction to its cotton mesh fabric, which only gets better with wear, Ralph Lauren’s Polo shirt has been an icon of American style since 1972. This version is crafted with a hint of stretch, which offers both a slim silhouette and unparalleled ease of movement. 
";XL
Women;Polo Ralph Lauren;WOVEN TOPS;1387884;5045019966485;Slim Fit Chambray Shirt;;Cobalt;"Indigo-dyed and stonewashed cotton chambray defines this Slim Fit shirt’s soft feel and broken-in appearance. Our signature embroidered Pony completes the look.
";0
Women;Polo Ralph Lauren;WOVEN TOPS;1387884;5045019966522;Slim Fit Chambray Shirt;#a8c0d2;Cobalt;"Indigo-dyed and stonewashed cotton chambray defines this Slim Fit shirt’s soft feel and broken-in appearance. Our signature embroidered Pony completes the look.
";2
Women;Polo Ralph Lauren;WOVEN TOPS;1387884;5045019966539;Slim Fit Chambray Shirt;;Cobalt;"Indigo-dyed and stonewashed cotton chambray defines this Slim Fit shirt’s soft feel and broken-in appearance. Our signature embroidered Pony completes the look.
";4
Women;Polo Ralph Lauren;WOVEN TOPS;1387884;5045019966546;Slim Fit Chambray Shirt;;Cobalt;"Indigo-dyed and stonewashed cotton chambray defines this Slim Fit shirt’s soft feel and broken-in appearance. Our signature embroidered Pony completes the look.
";6
Women;Polo Ralph Lauren;WOVEN TOPS;1387884;5045019966553;Slim Fit Chambray Shirt;;Cobalt;"Indigo-dyed and stonewashed cotton chambray defines this Slim Fit shirt’s soft feel and broken-in appearance. Our signature embroidered Pony completes the look.
";8
Women;Polo Ralph Lauren;WOVEN TOPS;1387884;5045019966492;Slim Fit Chambray Shirt;;Cobalt;"Indigo-dyed and stonewashed cotton chambray defines this Slim Fit shirt’s soft feel and broken-in appearance. Our signature embroidered Pony completes the look.
";10
Women;Polo Ralph Lauren;WOVEN TOPS;1387884;5045019966508;Slim Fit Chambray Shirt;;Cobalt;"Indigo-dyed and stonewashed cotton chambray defines this Slim Fit shirt’s soft feel and broken-in appearance. Our signature embroidered Pony completes the look.
";12
Women;Polo Ralph Lauren;WOVEN TOPS;1387884;5045019966515;Slim Fit Chambray Shirt;;Cobalt;"Indigo-dyed and stonewashed cotton chambray defines this Slim Fit shirt’s soft feel and broken-in appearance. Our signature embroidered Pony completes the look.
";14
Women;Polo Ralph Lauren;WOVEN TOPS;1387885;3615732446803;Slim Fit Cotton Oxford Shirt;;Bsr White;"Although it takes its name from England’s most famous academic institution, the oxford shirt has its origins on the backs of early British polo players. This slim, modern version is cut from lightweight cotton and gently tapered at the waist for a flattering fit.
";XXS
Women;Polo Ralph Lauren;WOVEN TOPS;1387885;5045019986063;Slim Fit Cotton Oxford Shirt;#FFFFFF;Bsr White;"Although it takes its name from England’s most famous academic institution, the oxford shirt has its origins on the backs of early British polo players. This slim, modern version is cut from lightweight cotton and gently tapered at the waist for a flattering fit.
";XS
Women;Polo Ralph Lauren;WOVEN TOPS;1387885;5045019986049;Slim Fit Cotton Oxford Shirt;;Bsr White;"Although it takes its name from England’s most famous academic institution, the oxford shirt has its origins on the backs of early British polo players. This slim, modern version is cut from lightweight cotton and gently tapered at the waist for a flattering fit.
";S
Women;Polo Ralph Lauren;WOVEN TOPS;1387885;5045019986032;Slim Fit Cotton Oxford Shirt;;Bsr White;"Although it takes its name from England’s most famous academic institution, the oxford shirt has its origins on the backs of early British polo players. This slim, modern version is cut from lightweight cotton and gently tapered at the waist for a flattering fit.
";M
Women;Polo Ralph Lauren;WOVEN TOPS;1387885;5045019986025;Slim Fit Cotton Oxford Shirt;;Bsr White;"Although it takes its name from England’s most famous academic institution, the oxford shirt has its origins on the backs of early British polo players. This slim, modern version is cut from lightweight cotton and gently tapered at the waist for a flattering fit.
";L
Women;Polo Ralph Lauren;WOVEN TOPS;1387885;5045019986056;Slim Fit Cotton Oxford Shirt;;Bsr White;"Although it takes its name from England’s most famous academic institution, the oxford shirt has its origins on the backs of early British polo players. This slim, modern version is cut from lightweight cotton and gently tapered at the waist for a flattering fit.
";XL
Women;Polo Ralph Lauren;WOVEN TOPS;1387885;3615732446797;Slim Fit Cotton Oxford Shirt;;Bsr White;"Although it takes its name from England’s most famous academic institution, the oxford shirt has its origins on the backs of early British polo players. This slim, modern version is cut from lightweight cotton and gently tapered at the waist for a flattering fit.
";XXL
Women;Polo Ralph Lauren;WOVEN TOPS;1387886;3615733962326;Slim Fit Cotton Oxford Shirt;;Powder Blue/White;This washed cotton oxford is cut for an updated slim silhouette and finished with our signature embroidered Pony at the chest.;XXS
Women;Polo Ralph Lauren;WOVEN TOPS;1387886;3615733780203;Slim Fit Cotton Oxford Shirt;#eaeff4;Powder Blue/White;This washed cotton oxford is cut for an updated slim silhouette and finished with our signature embroidered Pony at the chest.;XS
Women;Polo Ralph Lauren;WOVEN TOPS;1387886;3615733780180;Slim Fit Cotton Oxford Shirt;;Powder Blue/White;This washed cotton oxford is cut for an updated slim silhouette and finished with our signature embroidered Pony at the chest.;S
Women;Polo Ralph Lauren;WOVEN TOPS;1387886;3615733780173;Slim Fit Cotton Oxford Shirt;;Powder Blue/White;This washed cotton oxford is cut for an updated slim silhouette and finished with our signature embroidered Pony at the chest.;M
Women;Polo Ralph Lauren;WOVEN TOPS;1387886;3615733780166;Slim Fit Cotton Oxford Shirt;;Powder Blue/White;This washed cotton oxford is cut for an updated slim silhouette and finished with our signature embroidered Pony at the chest.;L
Women;Polo Ralph Lauren;WOVEN TOPS;1387886;3615733780197;Slim Fit Cotton Oxford Shirt;;Powder Blue/White;This washed cotton oxford is cut for an updated slim silhouette and finished with our signature embroidered Pony at the chest.;XL
Women;Polo Ralph Lauren;WOVEN TOPS;1387886;3615734023132;Slim Fit Cotton Oxford Shirt;;Powder Blue/White;This washed cotton oxford is cut for an updated slim silhouette and finished with our signature embroidered Pony at the chest.;XXL
Women;Polo Ralph Lauren;WOVEN TOPS;1387887;3615733962364;Slim Fit Cotton Oxford Shirt;;New Rose;This washed cotton oxford is cut for an updated slim silhouette and finished with our signature embroidered Pony at the chest.;XXS
Women;Polo Ralph Lauren;WOVEN TOPS;1387887;3615733780401;Slim Fit Cotton Oxford Shirt;#e4d9d8;New Rose;This washed cotton oxford is cut for an updated slim silhouette and finished with our signature embroidered Pony at the chest.;XS
Women;Polo Ralph Lauren;WOVEN TOPS;1387887;3615733780388;Slim Fit Cotton Oxford Shirt;;New Rose;This washed cotton oxford is cut for an updated slim silhouette and finished with our signature embroidered Pony at the chest.;S
Women;Polo Ralph Lauren;WOVEN TOPS;1387887;3615733780371;Slim Fit Cotton Oxford Shirt;;New Rose;This washed cotton oxford is cut for an updated slim silhouette and finished with our signature embroidered Pony at the chest.;M
Women;Polo Ralph Lauren;WOVEN TOPS;1387887;3615733780364;Slim Fit Cotton Oxford Shirt;;New Rose;This washed cotton oxford is cut for an updated slim silhouette and finished with our signature embroidered Pony at the chest.;L
Women;Polo Ralph Lauren;WOVEN TOPS;1387887;3615733780395;Slim Fit Cotton Oxford Shirt;;New Rose;This washed cotton oxford is cut for an updated slim silhouette and finished with our signature embroidered Pony at the chest.;XL
Women;Polo Ralph Lauren;WOVEN TOPS;1387887;3615734023170;Slim Fit Cotton Oxford Shirt;;New Rose;This washed cotton oxford is cut for an updated slim silhouette and finished with our signature embroidered Pony at the chest.;XXL
Women;Polo Ralph Lauren;WOVEN TOPS;1387888;3615733962371;Slim Fit Cotton Oxford Shirt;;Powder Blue;This washed cotton oxford is cut for an updated slim silhouette and finished with our signature embroidered Pony at the chest.;XXS
Women;Polo Ralph Lauren;WOVEN TOPS;1387888;3615733780456;Slim Fit Cotton Oxford Shirt;#cad8e3;Powder Blue;This washed cotton oxford is cut for an updated slim silhouette and finished with our signature embroidered Pony at the chest.;XS
Women;Polo Ralph Lauren;WOVEN TOPS;1387888;3615733780432;Slim Fit Cotton Oxford Shirt;;Powder Blue;This washed cotton oxford is cut for an updated slim silhouette and finished with our signature embroidered Pony at the chest.;S
Women;Polo Ralph Lauren;WOVEN TOPS;1387888;3615733780425;Slim Fit Cotton Oxford Shirt;;Powder Blue;This washed cotton oxford is cut for an updated slim silhouette and finished with our signature embroidered Pony at the chest.;M
Women;Polo Ralph Lauren;WOVEN TOPS;1387888;3615733780418;Slim Fit Cotton Oxford Shirt;;Powder Blue;This washed cotton oxford is cut for an updated slim silhouette and finished with our signature embroidered Pony at the chest.;L
Women;Polo Ralph Lauren;WOVEN TOPS;1387888;3615733780449;Slim Fit Cotton Oxford Shirt;;Powder Blue;This washed cotton oxford is cut for an updated slim silhouette and finished with our signature embroidered Pony at the chest.;XL
Women;Polo Ralph Lauren;WOVEN TOPS;1387888;3615734023187;Slim Fit Cotton Oxford Shirt;;Powder Blue;This washed cotton oxford is cut for an updated slim silhouette and finished with our signature embroidered Pony at the chest.;XXL
Women;Polo Ralph Lauren;WOVEN TOPS;1387889;3615733962418;Slim Fit Cotton Oxford Shirt;;New Rose/White;This washed cotton oxford is cut for an updated slim silhouette and finished with our signature embroidered Pony at the chest.;XXS
Women;Polo Ralph Lauren;WOVEN TOPS;1387889;3615733780654;Slim Fit Cotton Oxford Shirt;#ddcbcb;New Rose/White;This washed cotton oxford is cut for an updated slim silhouette and finished with our signature embroidered Pony at the chest.;XS
Women;Polo Ralph Lauren;WOVEN TOPS;1387889;3615733780630;Slim Fit Cotton Oxford Shirt;;New Rose/White;This washed cotton oxford is cut for an updated slim silhouette and finished with our signature embroidered Pony at the chest.;S
Women;Polo Ralph Lauren;WOVEN TOPS;1387889;3615733780623;Slim Fit Cotton Oxford Shirt;;New Rose/White;This washed cotton oxford is cut for an updated slim silhouette and finished with our signature embroidered Pony at the chest.;M
Women;Polo Ralph Lauren;WOVEN TOPS;1387889;3615733780616;Slim Fit Cotton Oxford Shirt;;New Rose/White;This washed cotton oxford is cut for an updated slim silhouette and finished with our signature embroidered Pony at the chest.;L
Women;Polo Ralph Lauren;WOVEN TOPS;1387889;3615733780647;Slim Fit Cotton Oxford Shirt;;New Rose/White;This washed cotton oxford is cut for an updated slim silhouette and finished with our signature embroidered Pony at the chest.;XL
Women;Polo Ralph Lauren;WOVEN TOPS;1387889;3615734023224;Slim Fit Cotton Oxford Shirt;;New Rose/White;This washed cotton oxford is cut for an updated slim silhouette and finished with our signature embroidered Pony at the chest.;XXL
Children;Polo Ralph Lauren;GIRLS SWEATERS;1387891;3615736408951;Cable-Knit Cotton Cardigan;#1f253b;RL Navy;With its scalloped trim and classic cable knit, this lightweight combed cotton cardigan is a charming layering piece for every season.;SIZE 5
Children;Polo Ralph Lauren;GIRLS SWEATERS;1387891;3615736408968;Cable-Knit Cotton Cardigan;#1f253b;RL Navy;With its scalloped trim and classic cable knit, this lightweight combed cotton cardigan is a charming layering piece for every season.;SIZE 6
Children;Polo Ralph Lauren;GIRLS SWEATERS;1387891;3615736459403;Cable-Knit Cotton Cardigan;;RL Navy;With its scalloped trim and classic cable knit, this lightweight combed cotton cardigan is a charming layering piece for every season.;TODDLER 2
Children;Polo Ralph Lauren;GIRLS SWEATERS;1387891;3615736459410;Cable-Knit Cotton Cardigan;;RL Navy;With its scalloped trim and classic cable knit, this lightweight combed cotton cardigan is a charming layering piece for every season.;TODDLER 3
Children;Polo Ralph Lauren;GIRLS SWEATERS;1387891;3615736459427;Cable-Knit Cotton Cardigan;;RL Navy;With its scalloped trim and classic cable knit, this lightweight combed cotton cardigan is a charming layering piece for every season.;TODDLER 4
Children;Polo Ralph Lauren;BOYS TEES;1387894;3615731561262;Cotton Jersey Crewneck Tee;#FFFFFF;White;"This jersey tee is washed for added softness, making it a comfortable essential he'll want to wear again and again.
";SIZE 4
Children;Polo Ralph Lauren;BOYS TEES;1387894;3615731561279;Cotton Jersey Crewneck Tee;#FFFFFF;White;"This jersey tee is washed for added softness, making it a comfortable essential he'll want to wear again and again.
";SIZE 5
Children;Polo Ralph Lauren;BOYS TEES;1387894;3615731561286;Cotton Jersey Crewneck Tee;;White;"This jersey tee is washed for added softness, making it a comfortable essential he'll want to wear again and again.
";SIZE 6
Children;Polo Ralph Lauren;BOYS TEES;1387894;3615731561293;Cotton Jersey Crewneck Tee;;White;"This jersey tee is washed for added softness, making it a comfortable essential he'll want to wear again and again.
";SIZE 7
Children;Polo Ralph Lauren;BOYS TEES;1387894;3615731559344;Cotton Jersey Crewneck Tee;;White;"This jersey tee is washed for added softness, making it a comfortable essential he'll want to wear again and again.
";TODDLER 2
Children;Polo Ralph Lauren;BOYS TEES;1387894;3615731559351;Cotton Jersey Crewneck Tee;;White;"This jersey tee is washed for added softness, making it a comfortable essential he'll want to wear again and again.
";TODDLER 3
Children;Polo Ralph Lauren;BOYS TEES;1387894;3615731559368;Cotton Jersey Crewneck Tee;;White;"This jersey tee is washed for added softness, making it a comfortable essential he'll want to wear again and again.
";TODDLER 4
Children;Polo Ralph Lauren;BOYS TEES;1387895;3615731561316;Cotton Jersey Crewneck Tee;#1f253b;Newport Navy;"This jersey tee is washed for added softness, making it a comfortable essential he'll want to wear again and again.
";SIZE 5
Children;Polo Ralph Lauren;BOYS TEES;1387895;3615731561323;Cotton Jersey Crewneck Tee;#1f253b;Newport Navy;"This jersey tee is washed for added softness, making it a comfortable essential he'll want to wear again and again.
";SIZE 6
Children;Polo Ralph Lauren;BOYS TEES;1387895;3615731561330;Cotton Jersey Crewneck Tee;;Newport Navy;"This jersey tee is washed for added softness, making it a comfortable essential he'll want to wear again and again.
";SIZE 7
Children;Polo Ralph Lauren;BOYS TEES;1387895;3615731559375;Cotton Jersey Crewneck Tee;;Newport Navy;"This jersey tee is washed for added softness, making it a comfortable essential he'll want to wear again and again.
";TODDLER 2
Children;Polo Ralph Lauren;BOYS TEES;1387895;3615731559382;Cotton Jersey Crewneck Tee;;Newport Navy;"This jersey tee is washed for added softness, making it a comfortable essential he'll want to wear again and again.
";TODDLER 3
Children;Polo Ralph Lauren;BOYS TEES;1387895;3615731559399;Cotton Jersey Crewneck Tee;;Newport Navy;"This jersey tee is washed for added softness, making it a comfortable essential he'll want to wear again and again.
";TODDLER 4
Children;Polo Ralph Lauren;BOYS TEES;1387900;3615731563716;Cotton Jersey Crewneck Tee;#FFFFFF;White;"This jersey tee is washed for added softness, making it a comfortable essential he'll want to wear again and again.
";S
Children;Polo Ralph Lauren;BOYS TEES;1387900;3615731563709;Cotton Jersey Crewneck Tee;#FFFFFF;White;"This jersey tee is washed for added softness, making it a comfortable essential he'll want to wear again and again.
";M
Children;Polo Ralph Lauren;BOYS TEES;1387900;3615731563693;Cotton Jersey Crewneck Tee;;White;"This jersey tee is washed for added softness, making it a comfortable essential he'll want to wear again and again.
";L
Children;Polo Ralph Lauren;BOYS TEES;1387900;3615731563723;Cotton Jersey Crewneck Tee;;White;"This jersey tee is washed for added softness, making it a comfortable essential he'll want to wear again and again.
";XL
Children;Polo Ralph Lauren;BOYS TEES;1387901;3615731563754;Cotton Jersey Crewneck Tee;#1f253b;Newport Navy;"This jersey tee is washed for added softness, making it a comfortable essential he'll want to wear again and again.
";S
Children;Polo Ralph Lauren;BOYS TEES;1387901;3615731563747;Cotton Jersey Crewneck Tee;#1f253b;Newport Navy;"This jersey tee is washed for added softness, making it a comfortable essential he'll want to wear again and again.
";M
Children;Polo Ralph Lauren;BOYS TEES;1387901;3615731563730;Cotton Jersey Crewneck Tee;;Newport Navy;"This jersey tee is washed for added softness, making it a comfortable essential he'll want to wear again and again.
";L
Children;Polo Ralph Lauren;BOYS TEES;1387901;3615731563761;Cotton Jersey Crewneck Tee;;Newport Navy;"This jersey tee is washed for added softness, making it a comfortable essential he'll want to wear again and again.
";XL
Women;Polo Ralph Lauren;KNITS;1388639;3615734269646;Cotton Polo Shirt;;White/Capri Navy;Synonymous with Lauren Ralph Lauren style, this Polo shirt, which is crafted from ribbed cotton, is elevated by a regal crest embroidered at the chest and logo-engraved buttons for a signature Lauren finish.;XXS
Women;Polo Ralph Lauren;KNITS;1388639;3615734269622;Cotton Polo Shirt;#1f253b;White/Capri Navy;Synonymous with Lauren Ralph Lauren style, this Polo shirt, which is crafted from ribbed cotton, is elevated by a regal crest embroidered at the chest and logo-engraved buttons for a signature Lauren finish.;XS
Women;Polo Ralph Lauren;KNITS;1388639;3615734269608;Cotton Polo Shirt;;White/Capri Navy;Synonymous with Lauren Ralph Lauren style, this Polo shirt, which is crafted from ribbed cotton, is elevated by a regal crest embroidered at the chest and logo-engraved buttons for a signature Lauren finish.;S
Women;Polo Ralph Lauren;KNITS;1388639;3615734269592;Cotton Polo Shirt;;White/Capri Navy;Synonymous with Lauren Ralph Lauren style, this Polo shirt, which is crafted from ribbed cotton, is elevated by a regal crest embroidered at the chest and logo-engraved buttons for a signature Lauren finish.;M
Women;Polo Ralph Lauren;KNITS;1388639;3615734269585;Cotton Polo Shirt;;White/Capri Navy;Synonymous with Lauren Ralph Lauren style, this Polo shirt, which is crafted from ribbed cotton, is elevated by a regal crest embroidered at the chest and logo-engraved buttons for a signature Lauren finish.;L
Women;Polo Ralph Lauren;KNITS;1388639;3615734269615;Cotton Polo Shirt;;White/Capri Navy;Synonymous with Lauren Ralph Lauren style, this Polo shirt, which is crafted from ribbed cotton, is elevated by a regal crest embroidered at the chest and logo-engraved buttons for a signature Lauren finish.;XL
Women;Polo Ralph Lauren;KNITS;1388639;3615734269639;Cotton Polo Shirt;;White/Capri Navy;Synonymous with Lauren Ralph Lauren style, this Polo shirt, which is crafted from ribbed cotton, is elevated by a regal crest embroidered at the chest and logo-engraved buttons for a signature Lauren finish.;XXL
Women;Polo Ralph Lauren;BOTTOMS;1388640;3615735639561;Premier Skinny Ankle Jean;;White;Part of our superstretch collection, these Premier mid-rise jeans’ shape-memory denim maintains their sleek silhouette wear after wear, while slimming interior panels lift and shape.;0
Women;Polo Ralph Lauren;BOTTOMS;1388640;3615735639639;Premier Skinny Ankle Jean;#FFFFFF;White;Part of our superstretch collection, these Premier mid-rise jeans’ shape-memory denim maintains their sleek silhouette wear after wear, while slimming interior panels lift and shape.;2
Women;Polo Ralph Lauren;BOTTOMS;1388640;3615735639646;Premier Skinny Ankle Jean;;White;Part of our superstretch collection, these Premier mid-rise jeans’ shape-memory denim maintains their sleek silhouette wear after wear, while slimming interior panels lift and shape.;4
Women;Polo Ralph Lauren;BOTTOMS;1388640;3615735639653;Premier Skinny Ankle Jean;;White;Part of our superstretch collection, these Premier mid-rise jeans’ shape-memory denim maintains their sleek silhouette wear after wear, while slimming interior panels lift and shape.;6
Women;Polo Ralph Lauren;BOTTOMS;1388640;3615735639660;Premier Skinny Ankle Jean;;White;Part of our superstretch collection, these Premier mid-rise jeans’ shape-memory denim maintains their sleek silhouette wear after wear, while slimming interior panels lift and shape.;8
Women;Polo Ralph Lauren;BOTTOMS;1388640;3615735639585;Premier Skinny Ankle Jean;;White;Part of our superstretch collection, these Premier mid-rise jeans’ shape-memory denim maintains their sleek silhouette wear after wear, while slimming interior panels lift and shape.;10
Women;Polo Ralph Lauren;BOTTOMS;1388640;3615735639592;Premier Skinny Ankle Jean;;White;Part of our superstretch collection, these Premier mid-rise jeans’ shape-memory denim maintains their sleek silhouette wear after wear, while slimming interior panels lift and shape.;12
Women;Polo Ralph Lauren;BOTTOMS;1388640;3615735639608;Premier Skinny Ankle Jean;;White;Part of our superstretch collection, these Premier mid-rise jeans’ shape-memory denim maintains their sleek silhouette wear after wear, while slimming interior panels lift and shape.;14
Women;Polo Ralph Lauren;TEES/FLEECE;1388642;3615739505398;Crest Jersey T-Shirt;;Lauren Navy;Made from smooth cotton jersey with a sophisticated crest at the front, this streamlined tee is an essential layering piece for the season.;XXS
Women;Polo Ralph Lauren;TEES/FLEECE;1388642;3615739505374;Crest Jersey T-Shirt;#1f253b;Lauren Navy;Made from smooth cotton jersey with a sophisticated crest at the front, this streamlined tee is an essential layering piece for the season.;XS
Women;Polo Ralph Lauren;TEES/FLEECE;1388642;3615739505350;Crest Jersey T-Shirt;;Lauren Navy;Made from smooth cotton jersey with a sophisticated crest at the front, this streamlined tee is an essential layering piece for the season.;S
Women;Polo Ralph Lauren;TEES/FLEECE;1388642;3615739505343;Crest Jersey T-Shirt;;Lauren Navy;Made from smooth cotton jersey with a sophisticated crest at the front, this streamlined tee is an essential layering piece for the season.;M
Women;Polo Ralph Lauren;TEES/FLEECE;1388642;3615739505336;Crest Jersey T-Shirt;;Lauren Navy;Made from smooth cotton jersey with a sophisticated crest at the front, this streamlined tee is an essential layering piece for the season.;L
Women;Polo Ralph Lauren;TEES/FLEECE;1388642;3615739505367;Crest Jersey T-Shirt;;Lauren Navy;Made from smooth cotton jersey with a sophisticated crest at the front, this streamlined tee is an essential layering piece for the season.;XL
Women;Polo Ralph Lauren;TEES/FLEECE;1388642;3615739505381;Crest Jersey T-Shirt;;Lauren Navy;Made from smooth cotton jersey with a sophisticated crest at the front, this streamlined tee is an essential layering piece for the season.;XXL
Women;Polo Ralph Lauren;BOTTOMS;1388644;3611587757873;Cotton Sateen Skinny Pant;;White;With its slim, tailored fit, these stretch cotton sateen pants are a wardrobe staple. ;0
Women;Polo Ralph Lauren;BOTTOMS;1388644;3611587757880;Cotton Sateen Skinny Pant;#FFFFFF;White;With its slim, tailored fit, these stretch cotton sateen pants are a wardrobe staple. ;2
Women;Polo Ralph Lauren;BOTTOMS;1388644;3611587757897;Cotton Sateen Skinny Pant;;White;With its slim, tailored fit, these stretch cotton sateen pants are a wardrobe staple. ;4
